Id,'Gas_Connection','Fireplace','Entrance_Hall','Kitchenette','Equipped',Garage_Type,'Furnished','Drainage','Telephone','Guest_Bathroom','BBQ_Area','Living_Room','Nearby_Parks','Solarium',Commercial_Use,Province,'Internal_Garden',Garages,'Electricity','Patio','Children_Playground',Type,Number_Bathrooms,'Green_Areas','Electric_Doorman',Construction_Area_m2,'Intercom','Near_Sea','Sauna','Cinema_Room','Cleaning_Service','Terrace',Construction_Area,'Sports_Area','Security_System',Location,'Water_Heater',Professional_Use,Match,'Club_House','Internal_Park','Laundry_Room','Nearby_Schools','Balcony','Attic','Oceanfront','Security_Guard',Natural_Light,'Swimming_Pool','Electric_Fence',Advertiser,'Air_Conditioning','Hall','Nearby_Shopping_Centers','Kitchen','Water','Basement','Independent_Bathroom','Walk_in_Closet',Age,Number_Floors,'Daily_Dining_Room','Grill','Closet',Publication_Date,'Internet','Sauna_Area',Bedrooms,Pets,'Kitchen_with_Cabinets','Service_Room','Garden','Storage_Room',Beach_Resort,'Cable','Gym','Jacuzzi','Independent_Entrance','Handicap_Access','Dining_Room','Office',Total_Area_m2,'Heating',District,'Daycare',Property_Condition,'Internet_Room','Service_Bathroom',Price
4643,0,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,0,0,Not specified,0,1,Not specified,Not specified,Arequipa,0,1,1,0,Not specified,Casa en condominio,3,Not specified,Not specified,300,Not specified,0,Not specified,Not specified,0,0,300.00 m2,Not specified,0,Yanahuara-Arequipa,Not specified,Not specified,0.0,Not specified,Not specified,0,1,0,0,0,0,Luminoso,Not specified,Not specified,MPERUINMUEBLES SAC,Not specified,0,1,1,1,0,0,0,2,3.0,0,Not specified,0,Publicado el 01.08.19,0,Not specified,4,Si,Not specified,1,Not specified,0,Nulo,0,Not specified,Not specified,0,0,0,0,110,Not specified,Yanahuara,Not specified,Bueno,Not specified,1,230000
4644,0,0,0,0,0,NoTiene,0,1,0,1,0,0,0,0,Not specified,Lima,1,0,1,1,0,Casa de campo,4,0,0,147,0,1,0,0,0,0,147.14 m2,1,0,SanAntonio-Lima,0,Not specified,0.0,0,0,1,0,0,0,0,0,Not specified,0,0,REMAX Alliance PerÃº,0,1,1,1,1,0,0,0,6,2.0,0,1,1,Publicado el 02.08.19,0,0,5+,Si,0,0,1,0,Nulo,0,0,0,0,0,1,0,1511,0,SanAntonio,0,Not specified,0,1,400000
4645,Not specified,0,1,0,0,Not specified,1,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,5,Not specified,1,0,Casa,5,0,0,500,0,Not specified,0,0,Not specified,1,500.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,1,1,Not specified,1,Not specified,0,0,1,3,2.0,0,1,0,Publicado el 16.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,1,0,Not specified,Not specified,1,1,1000,0,LaMolina,0,Not specified,0,1,1390000
4646,0,0,Not specified,0,0,Lineales,1,1,1,1,Not specified,0,1,Not specified,Not specified,Lima,0,3,1,0,Not specified,Casa,5,Not specified,1,578,1,0,0,Not specified,0,0,578.00 m2,Not specified,1,JesusMaria-Lima,1,Si,0.0,Not specified,Not specified,0,1,1,0,0,1,Muy luminoso,Not specified,1,No disponible,0,0,1,1,1,0,0,0,3,3.0,1,0,0,Publicado el 05.09.19,1,Not specified,5+,Si,1,1,Not specified,1,Nulo,1,Not specified,0,0,0,1,0,578,0,JesusMaria,Not specified,Excelente,Not specified,1,1250000
4647,Not specified,1,1,0,0,Paralelas,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,0,0,Casa,4,0,0,420,0,Not specified,0,0,Not specified,1,420.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,1,0,1,7,2.0,1,0,0,Publicado el 30.07.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,600,0,LaMolina,0,Not specified,0,1,1090000
4648,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,0,0,Not specified,0,Not specified,Lima,0,5,Not specified,0,0,Casa de campo,5,0,Not specified,545,Not specified,Not specified,Not specified,0,Not specified,1,545.00 m2,0,Not specified,Mala-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,0,Not specified,1,Not specified,0,0,0,1,2.0,0,Not specified,0,Publicado el 19.08.19,Not specified,0,5+,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,0,2422,Not specified,Mala,0,Muy bueno,0,1,633000
4649,Not specified,0,1,0,0,Not specified,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,5,Not specified,0,0,Casa,5,0,0,800,0,Not specified,0,0,Not specified,1,800.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,3,2.0,0,1,0,Publicado el 21.08.19,Not specified,0,5+,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,2352,0,LaMolina,0,Remodelado,0,1,2500000
4650,Not specified,0,1,0,0,Not specified,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,0,0,Casa,5,0,0,400,0,Not specified,0,0,Not specified,1,400.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,2,3.0,1,1,0,Publicado el 07.08.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,1,0,Not specified,Not specified,1,0,380,0,LaMolina,0,Bueno,0,1,465000
4651,Not specified,1,1,0,0,Paralelas,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,5,Not specified,1,0,Casa,4,0,0,400,0,Not specified,0,0,Not specified,1,400.00 m2,0,Not specified,SantiagoDeSurco-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,3,1.0,1,1,0,Publicado el 29.08.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,1,Not specified,Not specified,1,1,1266,0,SantiagoDeSurco,0,Muy bueno,0,1,1899000
4652,0,0,Not specified,0,1,Paralelas,1,0,1,1,Not specified,0,1,Not specified,Si,Lima,0,4,1,0,Not specified,Casa,5,Not specified,0,300,0,0,0,Not specified,0,0,300.00 m2,Not specified,0,LaMolina-Lima,1,Si,0.0,Not specified,Not specified,0,1,0,0,0,0,Muy luminoso,Not specified,0,Belsuzarri Inmobiliaria,0,0,1,1,1,0,0,0,3,3.0,1,1,0,Publicado el 26.08.19,1,Not specified,5+,No,1,1,Not specified,1,Nulo,1,Not specified,0,0,0,1,0,349,0,LaMolina,Not specified,Remodelado,Not specified,1,730000
4653,0,Not specified,1,0,Not specified,Paralelas,Not specified,Not specified,0,0,0,0,Not specified,0,Not specified,Lima,0,2,0,0,0,Casa en condominio,4,0,Not specified,252,Not specified,Not specified,Not specified,0,0,1,252.00 m2,0,0,LaMolina-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,0,Not specified,No disponible,Not specified,1,Not specified,1,0,0,0,1,2,2.0,1,Not specified,0,Publicado el 18.09.19,0,0,3,No,Not specified,1,0,0,Nulo,0,0,Not specified,Not specified,Not specified,1,0,528,Not specified,LaMolina,0,Not specified,0,1,1400000
4654,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,1,Not specified,0,0,Casa,4,0,Not specified,250,Not specified,Not specified,Not specified,0,Not specified,1,250.00 m2,0,Not specified,Miraflores-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,1,3.0,1,Not specified,0,Publicado el 27.08.19,Not specified,0,3,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,250,Not specified,Miraflores,0,Remodelado,0,1,930000
4655,0,Not specified,Not specified,0,Not specified,NoTiene,Not specified,Not specified,0,0,Not specified,0,1,Not specified,Not specified,Lima,0,0,1,0,Not specified,Casa,1,Not specified,Not specified,30,Not specified,0,Not specified,Not specified,0,0,30.00 m2,Not specified,0,Lurin-Lima,Not specified,Not specified,0.0,Not specified,Not specified,0,0,0,0,0,0,Not specified,Not specified,Not specified,Bekzah grupo inmobiliario,Not specified,1,0,1,1,0,0,0,3,3.0,0,Not specified,0,Publicado el 14.09.19,0,Not specified,1,Si,Not specified,0,Not specified,0,Nulo,0,Not specified,Not specified,0,0,0,0,90,Not specified,Lurin,Not specified,Not specified,Not specified,0,110000
4656,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,5,Not specified,0,0,Casa,5,0,Not specified,735,Not specified,Not specified,Not specified,0,Not specified,1,735.00 m2,0,Not specified,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,7,2.0,1,Not specified,0,Publicado el 26.08.19,Not specified,0,5+,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,0,1140,Not specified,SantiagoDeSurco,0,Not specified,0,1,2100000
4657,0,0,Not specified,0,0,Paralelas,0,1,1,1,Not specified,0,1,Not specified,Not specified,Lima,0,2,1,0,Not specified,Casa,3,Not specified,0,467,0,0,0,Not specified,0,0,467.00 m2,Not specified,0,SanBorja-Lima,0,Not specified,0.0,Not specified,Not specified,0,1,1,0,0,1,Luminoso,Not specified,0,INGmobiliaria,0,0,1,1,1,0,0,0,3,3.0,1,0,0,Publicado el 18.09.19,1,Not specified,5+,Si,0,1,Not specified,1,Nulo,1,Not specified,0,0,0,1,0,467,0,SanBorja,Not specified,Excelente,Not specified,1,674000
4658,Not specified,0,1,0,0,Paralelas,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,0,0,Casa,5,0,0,340,0,Not specified,0,0,Not specified,1,340.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,2,2.0,1,1,0,Publicado el 05.08.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,1100,0,LaMolina,0,Not specified,0,1,1130000
4659,1,0,Not specified,Not specified,0,Lineales,0,1,0,Not specified,Not specified,Not specified,0,Not specified,No,Lima,Not specified,1,1,Not specified,Not specified,Casa,2,Not specified,0,220,0,0,0,Not specified,0,Not specified,220.00 m2,Not specified,0,Ate-Lima,0,No,0.0,Not specified,Not specified,Not specified,0,Not specified,Not specified,0,0,Muy luminoso,Not specified,0,Bekzah grupo inmobiliario,0,Not specified,1,Not specified,1,Not specified,Not specified,Not specified,3,5.0,Not specified,0,Not specified,Publicado el 07.09.19,0,Not specified,3,Si,0,Not specified,Not specified,Not specified,Nulo,0,Not specified,0,0,0,Not specified,Not specified,160,0,Ate,Not specified,Excelente,Not specified,Not specified,290000
4660,0,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,0,0,Not specified,1,Not specified,Not specified,Not specified,Lima,0,5,1,0,Not specified,Casa,4,Not specified,Not specified,120,Not specified,Not specified,Not specified,Not specified,0,0,120.00 m2,Not specified,0,VillaMariaDelTriunfo-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,Not specified,0,0,Not specified,0,Not specified,Not specified,Not specified,REMAX CONSULTORES ,Not specified,0,Not specified,1,1,0,0,0,3,1.0,0,Not specified,1,Publicado el 04.07.19,0,Not specified,4,Si,Not specified,0,Not specified,1,Nulo,1,Not specified,Not specified,Not specified,Not specified,1,0,730,Not specified,VillaMariaDelTriunfo,Not specified,Not specified,Not specified,0,320000
4661,0,0,0,0,0,Lineales,0,1,0,1,0,0,1,0,No,Lima,0,1,1,0,0,Casa en condominio,3,0,0,290,1,0,0,0,0,0,290.00 m2,0,1,LaMolina-Lima,0,No,0.0,0,0,0,0,0,0,0,0,Muy luminoso,1,0,VENTAS PRIMERAS - PATRICIA SALAZAR,1,0,1,1,1,0,0,0,3,2.0,0,1,0,Publicado el 03.08.19,0,0,4,Si,0,0,0,0,Nulo,0,0,0,0,0,0,0,578,0,LaMolina,0,Muy bueno,0,1,950000
4662,Not specified,1,1,0,0,Paralelas,0,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,1,2,Not specified,1,0,Casa,2,0,0,300,0,Not specified,0,0,Not specified,1,300.00 m2,0,Not specified,SanIsidro-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,4,2.0,1,0,0,Publicado el 05.08.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,490,0,SanIsidro,0,A Remodelar,0,1,1100000
4663,0,0,0,0,0,Separadas,0,1,1,1,0,0,1,0,No,Arequipa,0,1,1,0,0,Casa,4,0,1,253,1,0,0,0,0,0,253.00 m2,0,1,Cayma-Arequipa,1,Not specified,0.0,0,0,0,1,1,0,0,1,Muy luminoso,0,1,E'CARPIO E.I.R.L.,0,0,1,1,1,0,0,0,8,3.0,1,1,0,Publicado el 17.09.19,1,0,5+,Si,1,0,1,1,Nulo,1,0,0,0,0,1,0,185,0,Cayma,1,Muy bueno,0,0,320000
4664,1,0,Not specified,0,0,Not specified,0,1,1,1,Not specified,0,1,Not specified,Not specified,Lima,1,1,1,1,Not specified,Casa,2,Not specified,0,180,0,0,0,Not specified,0,1,180.00 m2,Not specified,0,Ate-Lima,0,Not specified,0.0,Not specified,Not specified,1,1,0,0,0,0,Luminoso,Not specified,0,Ramon & Co. Bienes Raices,0,1,1,1,1,0,0,0,2,2.0,1,0,1,Publicado el 01.09.19,0,Not specified,4,Si,0,0,Not specified,1,Nulo,1,Not specified,0,0,0,1,0,340,0,Ate,Not specified,A Remodelar,Not specified,1,268000
4665,Not specified,0,0,0,0,Not specified,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,4,Not specified,0,0,Casa,4,0,0,414,0,Not specified,0,0,Not specified,1,414.00 m2,0,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250000
4666,Not specified,0,0,0,1,Paralelas,1,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,0,2,Not specified,0,0,Casa de Playa,4,1,0,300,0,Not specified,0,0,Not specified,1,300.00 m2,1,Not specified,Asia-Lima,0,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,1,2.0,0,1,0,Publicado el 30.07.19,Not specified,0,5+,Si,0,1,0,0,El Barrancadero,Not specified,0,0,Not specified,Not specified,1,0,300,0,Asia,0,Muy bueno,0,1,230000
4667,0,0,1,0,0,Not specified,0,0,0,0,1,1,Not specified,0,Not specified,Lima,0,2,0,1,0,Casa de Playa,3,1,0,170,0,Not specified,0,0,0,1,170.00 m2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000
4668,0,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,0,0,Not specified,0,1,Not specified,Not specified,Cajamarca,0,1,1,0,Not specified,Casa,2,Not specified,Not specified,220,Not specified,0,Not specified,Not specified,0,0,220.00 m2,Not specified,0,Cajamarca-Cajamarca,Not specified,Not specified,0.0,Not specified,Not specified,0,0,0,0,0,0,Not specified,Not specified,Not specified,No disponible,Not specified,0,0,1,1,0,0,0,3,2.0,0,Not specified,0,Publicado el 24.08.19,0,Not specified,4,Si,Not specified,0,Not specified,1,Nulo,0,Not specified,Not specified,0,0,1,0,220,Not specified,Cajamarca,Not specified,Not specified,Not specified,0,146000
4669,0,0,Not specified,0,0,Paralelas,0,1,1,1,Not specified,0,0,Not specified,Not specified,Ancash,0,1,1,0,Not specified,Casa,3,Not specified,0,300,0,0,0,Not specified,1,0,300.00 m2,Not specified,0,NuevoChimbote-Ancash,0,Not specified,0.0,Not specified,Not specified,0,1,0,0,0,0,Luminoso,Not specified,0,Bienes Raices Invermarp,0,0,1,1,1,0,0,0,3,3.0,1,1,0,Publicado el 02.07.19,1,Not specified,4,Si,1,1,Not specified,1,Nulo,1,Not specified,0,0,0,1,0,147,0,NuevoChimbote,Not specified,Muy bueno,Not specified,1,95000
4670,0,Not specified,Not specified,0,Not specified,Paralelas,Not specified,Not specified,0,1,Not specified,0,Not specified,Not specified,Not specified,Lima,0,3,1,0,Not specified,Casa,5,Not specified,Not specified,291,Not specified,Not specified,Not specified,Not specified,0,0,291.00 m2,Not specified,1,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,Not specified,Not specified,0,Not specified,0,0,Not specified,0,Muy luminoso,Not specified,Not specified,ISERN SANJURJO, MARISA,Not specified,0,Not specified,1,1,0,0,0,3.0,2,1,Not specified,0,Publicado el 14.09.19,1,Not specified,4,Si,Not specified,1,Not specified,1,Nulo,0,Not specified,Not specified,Not specified,Not specified,1,0,291,Not specified,SantiagoDeSurco,Not specified,Bueno,Not specified,538000
4671,Not specified,Not specified,1,0,Not specified,Paralelas,Not specified,Not specified,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,2,Not specified,0,0,Casa,5,0,Not specified,700,Not specified,Not specified,Not specified,0,Not specified,1,700.00 m2,0,Not specified,SanIsidro-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,1,3.0,1,Not specified,0,Publicado el 21.08.19,Not specified,0,5+,Si,Not specified,1,0,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,0,400,Not specified,SanIsidro,0,Not specified,0,1,2100000
4672,0,0,1,0,1,Not specified,1,0,0,1,0,1,Not specified,0,Not specified,Lima,1,2,0,0,0,Casa en condominio,5,0,0,556,0,Not specified,0,0,0,1,556.00 m2,0,0,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,No disponible,1,1,Not specified,1,0,1,0,1,6,3.0,1,0,0,Publicado el 21.08.19,0,0,4,Si,0,1,1,0,Nulo,0,0,0,Not specified,Not specified,1,0,515,0,LaMolina,0,Not specified,0,1,1200000
4673,0,0,1,0,0,Not specified,0,0,0,0,1,0,Not specified,0,Not specified,Lima,0,2,1,0,0,Casa,5,0,0,415,0,Not specified,0,0,0,1,415.00 m2,0,0,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,0,Not specified,1,0,PROIN SAC ,0,0,Not specified,1,1,0,0,0,3,2.0,0,1,0,Publicado el 18.09.19,0,0,4,Si,0,1,1,0,Nulo,0,0,1,Not specified,Not specified,0,0,580,0,LaMolina,0,Not specified,0,1,718000
4674,0,Not specified,0,0,Not specified,NoTiene,Not specified,Not specified,0,1,0,0,Not specified,0,Not specified,Cusco,0,0,1,0,0,Casa de campo,5,0,Not specified,400,Not specified,Not specified,Not specified,0,0,0,400.00 m2,0,1,Pisac-Cusco,Not specified,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,0,Muy luminoso,0,Not specified,Homerisp.com,Not specified,0,Not specified,1,1,0,0,0,3,2.0,0,Not specified,0,Publicado el 16.09.19,1,0,5+,Si,Not specified,0,1,0,Nulo,1,0,Not specified,Not specified,Not specified,1,0,1000,Not specified,Pisac,0,Excelente,0,1,495000
4675,Not specified,1,0,0,0,Not specified,0,0,Not specified,0,0,0,1,0,Not specified,Lima,0,5,Not specified,0,0,Casa,5,0,0,800,0,0,0,0,Not specified,0,800.00 m2,0,Not specified,SanIsidro-Lima,0,Not specified,0.0,0,0,0,0,1,0,0,Not specified,Not specified,0,0,Buro Propiedades,0,0,1,1,Not specified,0,0,0,1,3.0,1,0,0,Publicado el 30.03.19,Not specified,0,5+,Si,1,0,1,0,Nulo,Not specified,0,0,0,0,1,0,530,0,SanIsidro,0,Not specified,0,0,2000000
4676,0,0,Not specified,0,0,Not specified,0,0,0,1,Not specified,0,Not specified,Not specified,Not specified,Lima,0,5,1,0,Not specified,Casa,5,Not specified,0,400,0,Not specified,0,Not specified,0,0,400.00 m2,Not specified,0,Cieneguilla-Lima,1,Not specified,0.0,Not specified,Not specified,0,Not specified,1,0,Not specified,0,Muy luminoso,Not specified,0,INMOBILIARIA GUERNICA,0,0,Not specified,1,1,0,0,0,3,2.0,0,0,0,Publicado el 17.09.19,0,Not specified,5+,Si,1,0,Not specified,1,Nulo,1,Not specified,0,Not specified,Not specified,1,0,700,0,Cieneguilla,Not specified,Bueno,Not specified,1,199000
4677,0,0,0,0,1,Paralelas,1,0,1,1,1,0,0,0,No,Piura,0,2,1,0,0,Casa de Playa,5,1,1,393,1,0,0,0,0,0,393.00 m2,0,0,LosOrganos-Piura,1,No,0.0,0,0,0,0,1,0,1,0,Muy luminoso,1,0,AC AsesorÃ­a Inmobiliaria,0,0,0,1,1,0,0,0,3,2.0,1,1,0,Publicado el 11.09.19,1,0,4,Si,0,1,1,1,Organos,1,0,0,0,0,1,0,1000,0,LosOrganos,0,Excelente,0,1,450000
4678,0,1,0,0,0,Paralelas,1,0,0,1,1,0,Not specified,0,Not specified,Lima,0,2,0,0,0,Casa de Playa,5,1,0,212,0,Not specified,0,0,0,1,212.00 m2,0,0,Asia-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,No disponible,0,1,Not specified,1,0,0,0,0,1,3.0,0,1,0,Publicado el 23.08.19,0,0,5+,No,0,1,0,0,Cocoa,0,0,0,Not specified,Not specified,1,0,160,0,Asia,0,Bueno,0,1,335000
4679,Not specified,0,Not specified,0,0,Not specified,1,0,Not specified,1,Not specified,0,1,Not specified,Not specified,Lima,0,2,Not specified,0,Not specified,Casa,3,Not specified,0,285,0,0,0,Not specified,Not specified,0,285.00 m2,Not specified,Not specified,LaMolina-Lima,0,Not specified,0.0,Not specified,Not specified,0,0,0,0,0,Not specified,Not specified,Not specified,0,OFALDI INVERSIONES DEL PERU  ,0,0,1,1,Not specified,0,0,0,3,3.0,1,0,0,Publicado el 29.04.19,Not specified,Not specified,5+,Si,0,1,Not specified,1,Nulo,Not specified,Not specified,0,0,0,1,0,205,0,LaMolina,Not specified,Not specified,Not specified,0,370000
4680,0,1,1,0,0,Paralelas,0,0,0,1,0,1,Not specified,0,Not specified,Lima,0,3,0,1,0,Casa en condominio,5,0,0,270,0,Not specified,0,0,0,1,270.00 m2,0,0,SantiagoDeSurco-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,No disponible,1,1,Not specified,1,0,0,0,1,1,2.0,1,0,0,Publicado el 08.09.19,0,0,3,No,0,1,1,0,Nulo,0,0,1,Not specified,Not specified,1,1,500,0,SantiagoDeSurco,0,Muy bueno,0,1,1100000
4681,0,0,0,0,0,Separadas,1,1,0,1,0,0,1,0,Not specified,Lima,0,2,1,0,0,Casa,4,1,0,430,0,0,0,0,0,0,430.00 m2,0,0,LaMolina-Lima,1,No,0.0,0,0,0,1,1,1,0,0,Muy luminoso,0,0,INMOBILIARIA EXCLUSVE,0,0,0,1,1,0,0,0,1,3.0,1,0,0,Publicado el 15.09.19,0,0,4,Si,1,1,1,1,Nulo,0,0,0,0,0,1,0,800,0,LaMolina,0,Muy bueno,0,1,680000
4682,0,0,0,0,0,Paralelas,0,1,1,1,1,0,1,0,Not specified,Lima,0,2,1,0,0,Casa,4,0,0,350,1,0,0,0,0,0,350.00 m2,0,1,LaMolina-Lima,1,Not specified,0.0,0,0,0,1,1,1,0,0,Muy luminoso,0,1,INGmobiliaria,0,0,1,1,1,0,0,0,3,2.0,1,1,0,Publicado el 24.08.19,1,0,4,Si,1,1,0,1,Nulo,1,0,0,0,1,1,0,550,1,LaMolina,0,Excelente,0,1,790000
4683,0,0,Not specified,0,0,Paralelas,0,0,1,1,Not specified,0,1,Not specified,Not specified,Lima,0,2,1,0,Not specified,Casa,4,Not specified,1,340,1,0,0,Not specified,1,0,340.00 m2,Not specified,1,LaMolina-Lima,0,Not specified,0.0,Not specified,Not specified,0,1,1,0,0,1,Muy luminoso,Not specified,0,KURT miurbania.com,0,0,1,1,1,0,0,0,3,4.0,1,0,0,Publicado el 19.09.19,1,Not specified,5+,Si,1,1,Not specified,1,Nulo,1,Not specified,0,0,0,1,0,345,0,LaMolina,Not specified,Excelente,Not specified,1,670000
4684,1,0,Not specified,0,0,Not specified,0,1,1,1,Not specified,1,1,Not specified,Not specified,Junin,0,1,1,1,Not specified,Casa,5,Not specified,0,260,0,0,0,Not specified,0,1,260.00 m2,Not specified,0,ElTambo-Junin,1,Not specified,0.0,Not specified,Not specified,1,1,1,0,0,0,Muy luminoso,Not specified,0,No disponible,0,1,1,1,1,0,0,0,3,3.0,1,0,1,Publicado el 12.09.19,1,Not specified,5+,Si,0,1,Not specified,1,Nulo,1,Not specified,0,0,0,1,1,129,0,ElTambo,Not specified,Not specified,Not specified,1,240000
4685,Not specified,Not specified,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,0,0,Casa,5,0,Not specified,370,Not specified,Not specified,Not specified,0,Not specified,1,370.00 m2,0,Not specified,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,1,1,2.0,1,Not specified,0,Publicado el 10.09.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,0,569,Not specified,SantiagoDeSurco,0,Muy bueno,0,1,1300000
